Man United,Fulham,West Ham,Aston Villa,Nott'm Forest,Bournemouth,Newcastle,Southampton,Ipswich,Liverpool,Arsenal,Wolves,Everton,Brighton,Brentford,Crystal Palace,Chelsea,Man City,Leicester,Tottenham
55,51,44,53,43,43,47,46,61,75,75,46,46,50,53,45,54,57,44,63
53,45,47,55,66,57,60,32,36,74,73,44,36,44,61,63,54,53,58,46
64,35,56,53,55,63,59,43,50,54,54,43,45,59,55,43,66,60,38,59
65,49,45,65,59,53,58,37,55,51,74,39,54,42,55,41,57,59,45,57
40,53,39,61,57,48,50,41,38,72,74,37,59,47,47,46,65,75,56,55
35,53,49,56,52,57,57,44,46,64,77,53,48,45,45,59,50,62,46,57
51,52,56,56,51,61,56,57,38,68,65,48,46,48,47,53,42,70,39,51
42,55,39,70,49,64,66,34,47,73,66,38,29,46,54,69,46,71,34,69
47,54,37,52,50,59,63,51,37,67,63,39,64,56,37,69,56,48,46,53
59,55,49,52,59,52,59,53,28,64,66,47,54,49,51,53,54,70,47,38
46,64,36,60,48,59,70,38,52,56,83,49,31,35,53,54,54,74,42,56
52,48,44,56,50,65,71,39,34,63,76,63,42,52,57,42,65,72,30,50
65,54,53,43,63,70,44,34,32,62,62,51,51,40,62,45,60,59,60,47
60,45,47,69,47,49,62,42,34,58,65,40,50,50,50,63,47,69,48,59
63,42,44,55,58,50,61,38,40,73,76,44,45,53,58,46,51,68,37,58
55,42,51,47,44,50,61,48,26,55,64,45,60,44,65,59,70,69,51,59
48,62,49,55,54,54,57,34,33,70,78,36,59,55,45,44,49,66,32,73
59,36,31,49,50,51,51,38,46,73,80,43,38,66,54,55,43,67,48,75
54,53,49,51,63,55,51,38,56,43,70,50,62,45,57,45,65,71,28,45
51,47,50,50,48,64,54,40,44,60,79,45,51,55,47,50,64,62,44,49
82,52,30,48,49,48,58,36,54,59,64,52,48,47,69,55,51,68,40,44
40,55,37,58,46,41,57,35,34,70,75,48,54,52,59,64,60,66,31,58
58,53,53,60,38,55,77,45,33,66,64,49,56,45,56,51,59,56,39,49
52,47,35,40,52,52,58,42,56,64,69,54,41,49,66,53,59,78,40,55
58,52,46,38,47,57,46,30,36,75,78,47,43,58,49,51,64,93,42,61
54,51,35,53,40,66,51,43,43,80,76,38,38,63,55,64,62,59,44,44
49,45,53,61,52,53,47,50,33,65,57,45,58,46,55,67,45,74,40,58
46,55,45,48,59,63,72,44,30,68,79,43,40,62,49,43,54,68,46,51
48,55,47,54,61,65,46,35,47,56,75,45,56,57,66,46,58,57,30,48
43,50,53,62,44,50,47,43,41,80,58,51,47,56,51,49,50,72,40,63
50,36,59,63,42,64,52,32,47,67,64,40,60,45,58,68,60,68,30,55
55,53,47,65,62,48,57,26,33,66,75,31,56,45,49,45,66,72,39,74
41,62,47,54,64,52,62,41,45,52,66,47,51,51,54,55,49,66,45,50
52,52,36,45,51,65,58,38,44,59,84,41,37,49,59,55,63,69,43,44
47,42,62,51,52,64,67,35,44,68,76,51,40,50,39,58,60,66,45,51
61,51,52,54,56,62,61,29,50,64,62,37,46,59,50,59,39,62,51,55
67,54,64,46,59,51,63,35,37,72,59,49,39,48,56,58,55,61,34,52
50,67,50,54,67,65,42,34,44,49,79,57,43,40,32,60,50,77,47,51
52,51,53,39,44,64,55,43,33,73,78,44,64,59,51,63,47,73,24,44
44,56,36,54,49,58,48,45,31,62,80,63,54,58,63,60,56,67,34,43
43,56,45,52,68,70,58,33,46,55,76,55,46,58,51,45,54,61,40,55
47,48,51,64,65,46,49,27,37,71,74,45,50,37,64,54,48,71,48,59
52,51,54,45,46,57,61,36,31,63,78,47,41,54,60,59,59,60,41,63
45,64,43,53,41,65,63,46,40,62,62,48,50,40,55,64,61,77,34,49
40,64,33,60,57,59,66,51,34,77,73,56,36,42,49,39,50,77,41,57
52,42,45,59,38,71,60,43,45,58,80,46,55,48,47,60,52,68,43,45
49,40,53,64,46,46,52,28,45,78,71,61,66,56,53,50,45,53,59,51
53,45,41,58,55,58,75,43,31,68,75,53,56,46,53,55,55,63,29,52
53,54,54,51,67,60,59,35,38,63,66,45,44,55,53,63,46,64,44,55
55,56,49,42,64,48,65,35,45,56,71,49,58,63,52,52,54,60,48,49
55,60,44,41,50,64,53,49,31,63,74,33,49,56,60,59,57,55,64,43
62,67,42,58,58,63,60,32,35,55,64,47,30,51,59,51,71,64,50,44
51,46,63,53,54,45,56,39,42,59,74,57,44,54,57,50,50,61,41,66
41,41,42,58,62,58,53,33,36,73,65,42,51,59,50,55,63,66,38,63
38,48,47,61,28,52,49,37,38,71,64,54,58,40,60,67,67,82,46,53
69,54,42,62,44,45,57,38,54,73,66,45,40,43,56,49,52,56,56,57
66,45,46,59,52,57,64,40,36,56,51,46,51,39,63,56,61,69,47,50
69,49,37,49,45,68,59,44,59,62,57,37,43,48,63,58,49,57,47,54
47,45,62,48,52,60,59,38,36,58,68,52,55,63,46,59,59,66,36,41
62,55,57,49,52,63,48,36,37,54,56,30,49,62,64,55,45,69,38,73
47,40,57,46,65,66,48,42,41,55,61,39,52,56,56,48,54,76,38,64
57,44,52,55,54,73,67,40,37,59,65,44,45,60,67,48,40,66,33,56
64,49,45,51,37,72,52,41,43,59,67,46,44,52,43,58,59,60,50,57
49,39,44,64,58,57,42,26,35,64,79,54,51,56,53,70,47,72,45,52
48,55,38,39,57,54,63,46,38,70,64,40,46,43,52,50,69,82,54,51
45,54,37,54,54,56,52,44,52,47,67,46,60,54,52,49,56,65,35,67
44,62,54,50,68,49,38,49,27,73,55,50,39,63,59,58,57,72,41,51
55,73,45,44,55,58,46,33,53,63,70,40,54,51,53,45,58,56,49,42
52,45,38,51,55,52,52,33,41,65,67,44,62,37,68,60,54,59,50,64
55,50,43,61,47,57,64,39,33,77,62,36,55,51,52,70,55,55,50,51
60,49,39,50,50,49,69,43,41,77,87,40,56,50,18,54,47,65,50,62
56,44,48,56,51,58,49,38,35,68,64,54,49,44,54,56,41,59,63,57
53,61,50,38,75,74,54,43,46,57,67,54,46,46,48,52,43,70,43,43
49,49,49,58,59,53,63,39,47,66,62,53,34,57,44,62,57,62,45,55
53,44,44,61,51,52,48,38,41,63,75,50,40,59,59,56,63,61,41,57
61,55,43,50,54,64,57,32,38,63,76,38,45,68,61,43,46,76,37,49
57,57,33,60,46,55,55,41,42,63,71,60,49,44,45,61,62,60,40,66
48,46,41,37,63,65,48,48,41,67,70,47,48,64,43,60,56,83,43,57
54,40,44,68,66,54,51,36,34,66,69,49,36,55,71,45,66,61,46,51
58,44,33,46,56,65,47,42,33,72,82,54,47,48,58,54,68,62,45,54
48,53,43,48,63,50,52,38,33,64,58,53,59,41,55,61,52,65,61,58
48,54,47,56,48,61,62,41,22,71,68,45,51,40,64,47,38,77,53,53
53,60,45,62,56,58,57,34,31,56,54,53,41,46,50,63,54,75,39,61
55,38,33,42,54,63,58,28,36,82,80,52,65,41,53,42,67,65,31,69
54,54,52,55,49,60,45,41,36,63,67,43,43,64,55,58,66,53,48,47
55,60,51,44,58,45,51,45,33,73,67,54,56,45,57,43,43,62,61,45
48,46,54,49,46,59,49,43,44,60,54,58,60,54,49,68,57,59,46,45
44,52,49,62,53,58,59,45,36,65,76,55,53,48,51,58,46,52,40,57
68,54,45,61,63,44,46,38,37,63,73,39,41,58,52,54,56,65,37,47
50,50,60,48,54,65,48,35,41,43,70,48,55,46,52,51,59,70,55,59
60,49,37,38,65,46,58,48,48,68,63,36,44,48,48,72,39,66,48,62
52,43,48,50,52,53,41,34,36,57,62,54,51,55,61,58,68,81,60,44
57,49,47,61,52,56,55,45,35,69,67,37,39,67,51,65,58,59,38,52
51,41,33,59,59,65,70,34,48,58,78,53,44,40,45,52,52,74,55,51
45,72,34,56,64,63,50,47,35,60,76,37,32,48,58,49,52,70,46,58
49,43,41,72,49,62,54,47,45,65,60,52,48,63,46,51,71,69,34,46
68,62,45,52,57,53,39,33,35,63,91,52,49,52,60,50,54,77,37,44
43,55,46,37,57,69,60,41,38,60,61,47,47,66,62,57,52,72,35,53
45,52,53,53,64,66,61,34,29,64,74,50,63,42,59,52,47,58,43,43
59,33,54,59,64,56,41,50,31,69,74,51,46,52,52,49,56,65,46,46
52,63,48,62,68,54,54,39,28,53,63,29,49,60,46,55,59,74,45,49
51,40,50,53,49,47,62,49,28,70,66,60,50,49,61,45,56,63,50,55
58,59,56,49,45,60,64,33,39,68,63,42,39,34,49,64,48,65,58,60
49,60,46,58,50,50,70,27,31,79,58,49,62,52,58,59,42,54,50,59
61,62,36,58,52,52,71,28,36,52,57,60,60,44,53,48,57,66,53,56
61,63,38,53,48,59,54,43,30,68,81,44,60,37,49,55,56,61,34,59
66,51,53,43,55,59,45,41,38,64,57,55,45,45,45,73,60,66,36,51
45,44,46,47,65,60,49,51,32,64,69,42,35,65,52,65,58,65,42,62
69,53,43,54,50,61,63,27,43,70,62,48,48,57,55,51,50,67,28,54
56,37,39,66,50,64,73,48,33,51,62,46,52,49,53,61,62,60,40,55
46,51,39,63,73,52,56,32,36,64,77,47,34,53,59,47,61,62,45,53
49,51,51,47,57,58,48,51,48,66,84,42,57,45,44,62,59,60,34,58
59,45,40,62,50,46,53,36,43,71,64,57,53,48,56,64,65,62,35,61
43,58,39,35,42,69,65,51,52,55,79,49,39,59,52,55,57,73,45,48
49,41,37,60,49,59,54,35,44,66,80,56,45,49,57,65,63,60,41,68
53,46,45,64,49,53,58,35,47,76,73,58,42,48,59,55,51,73,27,52
59,63,33,62,51,59,56,49,49,62,67,43,52,44,52,54,67,72,19,54
55,55,45,60,58,62,57,38,43,69,70,49,44,47,54,49,56,48,36,58
51,54,47,55,67,72,56,42,64,50,62,41,51,33,40,58,53,62,40,56
61,55,41,55,55,74,48,32,48,64,66,40,48,45,56,61,68,65,29,52
53,58,43,68,54,56,66,36,42,61,66,40,53,55,63,59,51,51,31,54
52,49,48,53,55,52,52,46,46,70,66,48,57,56,53,63,53,60,35,49
58,57,40,56,53,56,52,44,27,67,62,49,63,43,51,56,47,72,53,54
55,46,39,44,52,44,66,35,48,76,54,40,48,59,54,53,64,58,41,73
60,47,37,54,52,52,66,42,39,64,85,53,43,41,46,51,67,63,35,49
68,42,44,46,48,61,67,41,38,58,71,43,46,39,60,60,58,76,37,55
58,42,53,57,50,63,54,38,35,59,62,40,46,55,49,64,44,63,39,71
53,49,46,54,51,55,50,35,38,60,87,46,51,50,55,50,59,69,37,56
46,39,52,51,54,68,51,61,48,73,55,47,48,42,48,54,75,58,52,44
57,55,44,48,43,53,52,34,28,52,57,51,45,59,64,64,71,64,48,63
39,56,60,44,76,59,56,33,42,67,68,53,38,68,43,49,53,71,42,45
65,48,57,59,55,66,41,36,29,55,78,46,45,48,69,64,43,62,40,41
64,65,38,54,49,46,43,34,34,62,77,48,45,57,55,58,64,66,40,58
58,62,29,55,49,65,55,48,28,70,56,38,41,52,53,59,67,66,45,57
59,56,43,58,47,65,67,41,50,65,83,38,44,47,41,56,43,62,50,49
49,53,49,47,54,73,55,51,37,76,65,52,36,56,52,53,53,64,28,50
45,56,34,57,60,48,56,34,35,74,66,60,46,56,50,68,55,67,48,49
43,52,39,51,53,72,61,39,42,72,62,45,49,57,66,55,63,53,38,54
60,56,60,57,79,53,46,34,33,75,63,36,51,48,43,46,58,61,34,59
54,51,40,62,59,60,62,34,28,66,64,43,63,45,53,61,50,68,58,54
41,51,49,56,53,62,64,33,45,73,73,47,56,46,62,35,59,63,47,42
52,44,38,44,56,71,35,49,41,72,66,46,57,49,50,60,74,73,30,62
53,46,46,52,51,42,66,41,41,65,69,51,50,43,46,68,74,66,43,52
54,50,50,55,59,65,63,44,49,59,66,34,39,42,56,52,67,60,38,46
56,64,37,69,42,57,67,35,49,66,70,46,48,33,43,61,58,68,40,45
51,47,54,51,55,66,52,41,44,64,64,39,58,56,46,52,51,59,35,64
64,48,46,44,48,68,50,47,42,53,72,38,52,51,59,57,71,57,40,57
48,56,32,56,58,65,58,42,36,68,64,49,43,47,62,51,56,70,41,52
53,56,48,47,45,51,57,34,40,54,53,55,54,51,54,51,60,81,53,51
52,56,51,48,50,57,61,50,42,66,69,31,56,53,56,51,58,58,44,47
44,43,49,59,37,41,52,40,56,72,72,40,46,60,56,56,70,69,43,45
60,44,38,64,52,53,51,30,47,70,69,49,53,56,47,46,54,72,46,51
47,41,39,53,58,51,52,25,42,62,69,57,59,51,54,66,63,62,63,43
62,36,51,57,45,58,51,23,55,74,71,44,55,49,43,68,58,61,42,63
52,47,57,45,41,66,62,37,46,78,72,45,39,49,56,51,56,62,43,53
54,57,31,59,57,58,44,41,40,65,57,46,57,56,57,56,52,65,54,55
59,78,42,45,37,50,64,40,54,62,72,50,37,35,58,43,54,74,34,63
51,51,36,63,56,60,51,29,31,66,78,52,56,48,50,73,70,59,42,50
46,48,43,60,51,65,74,37,23,54,79,48,46,59,65,53,38,58,51,62
48,40,53,49,47,55,73,32,50,57,75,36,53,45,48,55,68,59,41,65
33,46,58,54,49,70,46,36,40,65,64,44,52,45,54,49,66,78,43,64
60,55,40,55,48,49,58,47,39,63,69,54,44,32,77,64,47,63,36,58
63,49,45,60,51,53,55,40,47,74,66,48,47,52,51,52,53,57,39,60
59,56,48,45,55,53,46,36,45,72,68,37,52,63,44,43,67,59,42,57
42,40,40,36,48,60,52,34,45,63,76,66,56,60,42,62,57,68,55,54
47,53,51,54,61,70,48,57,38,74,66,47,44,52,51,43,45,56,44,54
59,39,50,45,52,69,48,44,43,68,79,40,38,55,54,66,59,70,26,50
59,46,32,63,51,56,63,63,45,61,59,51,44,48,55,43,48,72,40,57
65,52,31,48,44,53,70,34,51,66,62,44,52,56,48,60,45,72,38,51
32,51,52,56,61,60,50,33,60,62,57,56,39,53,49,58,51,60,49,62
41,44,51,60,49,65,46,41,61,74,73,32,45,34,48,65,64,55,53,55
48,63,39,51,48,58,55,26,39,70,70,63,54,45,42,59,59,71,58,45
61,52,33,46,63,48,44,27,46,64,69,46,45,61,58,57,60,72,44,59
51,47,33,61,58,62,51,31,43,68,60,43,50,45,56,67,58,73,48,49
69,58,46,48,44,59,51,52,32,76,79,43,43,51,66,48,44,71,33,48
65,47,39,48,54,66,57,34,29,65,87,55,43,56,40,63,50,66,41,61
62,48,52,65,50,57,53,21,43,74,74,40,45,51,49,45,64,62,36,60
62,55,45,58,54,43,66,19,42,61,64,48,49,45,58,58,56,63,50,58
70,47,46,52,55,62,72,44,41,77,62,55,39,53,49,52,39,47,44,55
59,57,41,36,60,49,53,36,55,55,67,51,50,57,62,56,69,45,44,41
67,52,49,44,52,58,50,44,40,58,72,39,55,68,48,51,45,71,42,47
38,50,44,57,61,55,60,51,41,70,59,48,35,51,52,55,64,60,40,59
65,44,43,57,57,50,60,29,60,57,52,49,67,58,50,70,48,62,43,37
51,59,50,60,55,65,64,37,48,52,71,38,47,39,43,59,43,61,41,70
54,43,51,50,58,67,55,33,37,63,66,43,34,51,61,52,63,72,50,51
63,45,52,55,44,63,51,41,38,62,74,49,69,52,55,53,41,45,49,47
53,57,43,54,49,67,51,38,45,68,77,54,61,58,46,51,41,57,39,47
44,59,60,52,45,55,65,40,45,48,74,60,47,38,64,56,57,83,38,44
48,57,53,41,55,55,67,43,38,51,70,37,48,62,57,57,56,65,44,63
53,40,46,43,64,62,52,35,42,68,58,48,51,50,64,71,45,61,50,53
42,66,31,48,53,58,54,30,48,50,65,49,62,47,68,58,68,57,40,59
60,50,41,63,74,57,53,46,42,68,63,33,55,58,42,58,62,54,38,41
53,58,56,63,63,67,48,34,33,61,70,40,45,51,60,59,63,59,40,44
58,57,52,46,58,53,45,34,48,66,73,46,44,64,45,51,50,77,33,58
63,51,35,58,59,58,54,42,40,69,54,40,59,46,63,59,70,57,32,59
50,52,50,54,60,70,53,31,35,55,68,50,43,56,50,58,55,76,31,58
54,57,51,46,48,76,44,40,39,64,60,48,58,52,44,53,47,60,50,61
48,50,59,56,52,62,63,25,50,59,63,59,52,53,58,50,47,62,31,65
53,56,45,64,46,58,61,29,52,66,65,53,39,57,47,57,53,57,51,45
70,63,52,50,55,55,58,25,39,67,66,38,55,38,55,50,53,66,45,58
44,65,43,56,56,52,57,27,43,69,67,65,61,43,40,62,58,47,38,68
61,41,54,63,54,45,70,45,40,70,70,40,50,46,63,48,53,50,43,53
57,58,45,61,61,51,49,28,37,59,69,61,54,47,52,65,48,58,45,50
40,41,55,54,57,49,55,41,34,66,79,40,45,48,54,71,65,66,38,59
57,50,56,54,57,59,67,28,47,81,54,52,56,35,50,60,42,65,40,65
51,52,45,42,57,75,66,48,44,58,64,54,53,34,46,59,62,61,37,58
60,52,34,52,49,37,55,47,41,84,78,39,54,43,52,43,51,72,50,64
55,40,39,42,58,52,58,50,46,67,69,48,58,34,61,70,59,60,34,57
59,52,35,55,46,46,52,51,47,64,65,46,51,41,49,54,65,60,50,70
50,61,44,66,68,55,57,31,45,68,69,33,36,48,70,50,55,59,36,46
49,58,39,45,63,81,67,28,39,60,66,38,53,47,58,49,57,74,42,54
50,61,38,48,52,58,51,36,37,63,71,42,58,51,57,56,63,72,47,49
48,42,38,63,56,75,58,45,33,67,62,50,54,46,43,45,58,75,42,53
48,63,52,47,67,69,57,37,43,53,60,43,42,46,66,51,57,50,54,50
58,63,48,41,64,55,57,42,36,72,62,43,54,42,57,43,54,63,48,57
56,65,42,56,59,63,47,39,29,71,59,46,54,49,45,67,50,71,44,49
49,69,56,45,27,54,54,40,44,76,57,39,59,60,55,51,54,62,45,61
45,63,25,45,52,64,53,34,36,73,71,43,44,56,69,59,58,68,39,57
67,34,49,71,50,54,51,46,43,53,76,39,57,41,58,39,63,61,44,55
36,60,56,66,56,48,56,42,33,63,63,49,41,42,47,58,49,74,58,48
44,58,43,64,48,73,49,37,38,66,64,52,34,55,41,57,71,81,34,45
49,55,46,57,66,62,59,38,37,72,64,46,49,52,55,45,46,58,41,59
50,57,53,54,51,59,47,46,50,58,76,53,58,48,48,62,56,48,40,50
59,59,45,56,61,38,56,42,31,51,77,42,55,42,53,67,61,70,58,35
53,53,47,41,49,65,58,39,53,72,61,49,43,50,48,49,65,56,38,62
57,54,54,43,47,64,49,42,31,78,71,53,52,46,53,65,47,44,51,49
52,45,52,58,37,54,63,43,41,82,79,65,39,47,36,52,65,68,32,51
54,66,46,56,63,67,73,22,33,62,62,50,50,54,49,56,60,69,34,42
54,40,51,56,55,40,57,35,43,67,74,48,41,65,54,59,44,64,58,48
43,65,37,56,44,43,57,48,37,61,73,44,57,61,48,50,71,67,44,57
72,59,44,60,47,71,51,27,49,68,66,46,38,60,50,45,48,63,44,54
47,61,56,58,56,55,59,49,38,63,51,20,51,60,55,59,48,68,49,51
58,41,56,47,53,54,51,27,38,72,80,37,40,60,60,64,60,69,44,57
41,50,46,54,73,44,54,25,37,65,79,53,63,52,43,61,60,63,50,40
46,58,28,63,65,63,63,47,42,64,65,61,44,38,55,40,48,64,54,47
61,55,34,61,50,60,48,20,39,53,76,53,48,76,61,54,54,71,42,42
56,60,38,49,54,61,41,45,39,74,76,42,49,61,49,48,71,61,41,44
55,45,37,47,62,65,53,41,40,67,57,51,58,56,62,63,61,64,35,50
47,65,40,48,54,79,57,39,38,68,69,51,44,65,45,36,69,61,31,50
57,55,61,53,44,51,59,19,37,74,75,51,41,48,46,57,60,54,48,62
59,50,45,34,68,50,72,40,32,71,70,40,52,56,48,57,54,68,46,52
46,60,47,62,42,58,63,31,29,60,66,47,44,53,60,62,57,80,43,51
57,44,51,59,47,62,54,41,42,61,71,26,58,59,57,52,62,58,42,46
50,53,50,39,50,67,59,31,37,70,77,40,57,45,43,58,64,63,42,55
53,65,47,54,61,58,49,44,35,58,68,38,46,56,66,67,62,65,30,44
46,58,56,46,49,48,50,33,41,58,72,45,50,42,62,67,68,62,41,52
52,74,44,47,65,56,52,43,29,63,69,53,48,51,58,55,50,67,48,54
52,60,38,53,54,62,74,34,31,57,67,38,46,41,48,55,60,79,49,61
49,57,45,44,51,65,37,40,41,63,63,42,47,60,49,47,70,77,54,58
55,44,37,58,42,64,55,42,45,78,59,42,49,45,63,48,53,75,38,54
46,58,52,53,48,45,61,53,38,66,74,41,54,52,52,56,57,66,35,55
43,58,47,64,61,56,57,33,37,78,73,41,45,42,40,56,53,69,48,42
45,59,55,57,46,54,54,33,38,70,62,43,48,61,57,67,41,58,47,64
63,55,41,58,54,66,55,34,54,70,55,35,51,58,60,51,53,61,35,58
63,38,62,59,56,57,55,36,43,62,85,34,58,49,57,53,63,62,26,42
49,42,63,50,47,56,62,41,48,72,79,57,51,41,49,51,51,55,44,52
62,34,44,62,49,46,65,25,51,52,63,49,53,56,52,68,56,77,40,46
52,56,54,51,46,68,68,44,40,63,55,54,39,44,52,61,60,64,38,49
70,65,47,59,27,76,50,34,45,53,68,51,55,54,49,51,63,58,39,49
57,59,24,64,42,62,65,52,40,65,75,42,43,54,54,36,49,68,44,71
50,50,49,57,57,40,65,53,43,66,70,46,48,41,58,50,58,61,38,57
66,56,52,56,58,58,42,30,34,87,66,42,59,41,43,42,55,73,58,54
51,56,45,60,52,51,44,38,34,63,74,54,53,62,60,51,60,66,40,54
51,50,31,57,66,50,50,28,49,75,82,28,42,34,64,61,71,68,39,72
44,41,38,61,48,70,55,43,39,65,74,52,67,42,63,64,45,59,40,49
55,59,45,36,51,58,64,35,44,64,70,56,41,40,49,58,64,62,41,60
57,58,52,53,48,38,53,39,42,72,65,56,47,36,65,66,57,63,36,59
54,51,46,59,56,73,51,33,41,60,77,43,53,38,56,62,59,59,25,45
44,67,39,49,44,82,52,48,49,52,74,54,45,57,46,43,48,58,55,53
59,50,46,49,26,73,71,38,38,59,56,45,38,46,42,59,63,78,37,70
48,55,38,49,52,49,63,38,35,84,71,38,45,39,48,53,51,82,55,61
48,56,41,60,57,62,54,31,35,62,54,62,54,71,64,58,56,48,38,63
51,48,32,45,53,63,54,27,52,67,69,66,49,63,45,51,56,70,45,52
57,55,62,51,43,60,71,45,37,66,65,36,42,37,30,55,69,67,43,57
58,47,40,48,50,68,63,39,53,62,63,40,46,53,43,53,63,63,60,53
65,56,50,47,52,70,55,35,39,68,54,37,52,58,64,54,55,54,32,55
55,56,45,41,74,66,56,30,33,67,66,53,45,54,58,55,52,67,39,52
54,51,41,58,44,49,61,55,45,55,74,44,43,55,60,71,47,71,38,47
60,50,49,55,41,52,60,47,44,39,75,43,62,53,44,64,49,65,45,61
62,36,37,64,48,51,70,48,35,67,69,46,53,54,74,47,43,53,41,45
47,44,41,47,53,49,64,49,33,65,69,41,49,48,56,58,61,76,38,67
47,46,57,59,52,57,59,39,29,73,68,37,53,41,49,47,50,74,47,54
47,60,43,57,44,60,64,33,50,71,64,36,45,44,43,62,64,66,45,53
48,62,29,66,64,42,55,50,39,66,70,60,40,45,49,65,52,62,39,54
66,63,56,49,58,73,49,37,36,66,61,41,51,46,48,65,56,65,32,37
61,44,34,55,40,70,51,52,31,68,77,46,50,48,50,62,60,65,39,56
48,67,46,59,53,48,67,40,50,65,68,58,50,43,44,44,50,60,39,56
53,43,30,57,48,45,57,35,50,82,68,54,45,64,60,65,48,65,51,45
51,54,45,50,47,48,47,47,38,76,70,60,50,39,56,57,72,69,37,43
60,53,55,49,62,51,60,40,31,56,62,38,48,51,47,62,66,63,45,61
52,44,43,60,54,51,67,34,47,66,76,41,46,39,63,49,54,69,36,60
45,54,46,50,58,58,54,34,43,58,68,45,46,48,64,61,55,75,33,59
49,47,49,52,69,50,56,39,40,59,75,34,62,62,51,47,68,51,45,34
47,50,37,64,59,65,57,37,31,60,56,50,47,62,62,56,42,69,54,62
51,46,40,66,62,65,62,28,42,63,77,41,55,44,57,58,58,61,36,47
53,59,47,64,51,56,61,40,39,58,67,36,58,44,61,59,72,71,26,36
65,48,40,45,54,57,59,31,34,72,75,53,50,57,55,56,64,73,21,57
59,43,43,44,59,50,75,37,40,50,70,50,37,44,47,58,74,75,52,52
40,63,37,57,48,45,72,37,45,56,56,49,54,57,55,58,53,66,41,55
60,48,48,64,49,59,64,31,34,74,67,39,50,49,54,63,55,80,46,34
53,49,37,54,57,47,48,36,43,70,66,59,52,58,48,67,59,76,40,42
43,58,51,43,55,80,53,42,36,57,76,53,37,56,55,53,41,66,49,47
59,56,46,60,41,63,64,39,37,74,72,50,46,48,42,48,52,67,49,46
46,55,37,47,45,51,56,48,39,68,67,48,51,47,61,54,71,77,31,62
52,67,50,45,39,62,54,37,48,63,68,46,41,57,60,42,43,73,61,47
57,54,39,55,60,57,62,30,35,76,66,57,43,39,50,55,52,74,54,48
41,60,52,54,65,52,50,43,24,63,63,55,56,65,55,55,50,64,44,41
45,49,38,46,53,57,72,47,36,61,84,46,45,59,53,57,56,63,32,52
51,55,35,52,57,52,46,37,41,75,70,45,40,54,61,59,62,66,47,47
49,47,49,54,48,57,51,46,43,57,74,47,56,44,56,49,61,73,42,57
67,51,27,46,52,60,63,38,43,63,81,39,41,56,60,50,53,68,43,63
67,62,48,55,51,67,51,41,37,58,68,42,40,51,56,53,52,49,38,48
52,64,46,56,40,51,72,19,44,82,72,60,43,43,48,72,49,55,38,59
59,33,51,47,66,55,59,48,43,71,66,34,61,50,53,50,60,63,40,56
57,50,60,40,57,59,62,43,32,62,63,45,49,47,61,43,76,56,33,52
51,65,33,63,54,56,59,32,29,68,69,56,46,58,60,73,48,59,38,48
50,47,37,45,66,53,52,54,49,69,68,50,44,57,51,51,62,62,42,46
65,51,44,55,56,62,48,42,48,62,80,49,41,42,47,61,55,55,40,54
43,45,49,51,50,43,65,36,32,64,70,47,47,58,51,72,57,74,45,62
46,51,44,60,48,69,58,35,43,55,69,47,56,53,43,57,59,72,36,53
58,46,46,51,62,60,54,28,40,76,63,54,50,53,59,57,60,71,34,55
57,60,47,61,60,60,56,29,35,55,83,37,48,40,47,61,56,73,41,60
64,49,39,43,45,80,55,37,38,54,65,40,46,54,52,53,51,74,49,61
54,57,47,72,56,58,55,54,38,43,71,41,44,39,48,57,54,71,39,65
55,58,44,56,48,63,74,47,49,58,62,47,53,55,48,57,51,51,38,51
44,37,44,51,49,59,44,43,38,68,83,41,54,60,48,54,61,63,53,58
64,53,29,54,47,57,63,42,37,73,58,46,69,52,53,55,53,76,41,41
57,61,51,59,41,65,50,33,43,63,61,48,41,46,60,58,72,57,42,49
46,49,41,63,53,60,53,45,32,74,77,41,42,59,57,66,52,73,25,56
47,56,55,33,72,63,71,46,40,74,73,50,53,32,58,42,40,69,39,53
54,59,42,54,59,48,60,30,34,82,68,51,45,61,47,68,53,66,35,55
56,61,46,56,55,62,68,40,37,76,71,45,36,37,49,55,61,58,46,43
59,41,46,61,50,69,63,43,22,71,67,55,34,39,58,53,52,76,53,50
48,50,59,39,74,50,53,33,43,65,72,59,44,49,61,51,65,52,39,50
52,51,42,52,53,56,49,42,43,73,72,60,41,43,52,76,48,65,42,51
47,64,40,42,56,58,50,46,37,70,72,49,52,51,45,52,59,76,35,52
49,50,47,52,44,59,51,34,40,60,65,41,54,45,61,54,76,49,48,59
55,53,37,60,55,57,42,42,44,56,58,55,47,51,60,72,50,58,43,45
67,57,42,58,50,65,43,47,41,70,76,40,43,54,47,63,40,61,44,49
52,49,58,47,58,54,71,33,39,76,52,36,53,56,58,60,52,67,36,49
64,65,58,50,47,71,50,46,27,70,71,55,38,39,45,53,58,67,39,42
56,37,47,56,59,51,51,39,40,58,73,38,57,65,69,65,52,61,40,39
60,38,39,47,52,60,58,35,36,75,60,55,54,53,73,45,50,62,42,63
60,56,48,46,50,60,70,40,39,75,60,43,50,37,49,56,67,61,33,49
59,51,38,50,42,58,60,34,32,59,74,49,46,54,53,60,52,75,51,58
54,52,42,45,51,59,50,32,54,70,72,43,59,54,58,42,51,65,42,66
59,63,38,49,60,46,47,39,38,67,71,43,54,47,64,55,59,60,40,56
