Man United,Fulham,West Ham,Aston Villa,Nott'm Forest,Bournemouth,Newcastle,Southampton,Ipswich,Liverpool,Arsenal,Wolves,Everton,Brighton,Brentford,Crystal Palace,Chelsea,Man City,Leicester,Tottenham
60,48,46,66,50,57,55,50,36,59,81,41,54,42,54,46,47,63,49,53
52,52,32,58,47,38,67,42,36,43,79,47,51,65,57,71,67,72,37,67
64,52,46,53,45,52,56,44,36,49,59,53,75,50,45,46,79,62,43,62
57,47,39,53,53,71,51,35,41,56,60,51,39,59,69,57,65,70,29,54
65,44,41,49,46,51,52,39,45,69,65,48,48,59,70,47,61,76,32,46
47,51,45,55,58,57,48,46,48,58,77,54,57,57,40,52,61,57,33,63
69,38,40,52,54,57,53,39,51,66,65,55,49,53,53,44,60,86,28,44
54,58,39,51,53,60,58,38,54,58,64,53,37,61,60,50,51,64,30,46
60,67,39,54,45,69,42,34,52,58,71,48,44,42,55,59,55,50,56,53
43,58,53,56,46,64,44,36,31,75,73,48,38,37,49,79,67,79,28,61
52,56,51,63,49,47,56,32,46,66,70,45,46,47,45,61,61,53,41,56
53,57,43,69,50,56,76,24,38,69,66,52,51,41,55,49,52,55,51,57
59,48,57,55,47,70,68,35,36,61,55,55,38,52,41,53,48,72,41,70
55,56,42,57,62,71,47,45,46,67,71,62,44,43,42,36,59,67,56,47
49,55,48,51,56,61,65,38,27,48,74,47,45,51,59,58,58,65,36,67
51,58,42,57,59,32,76,51,30,56,56,53,51,46,51,62,62,55,45,54
51,57,37,55,62,60,52,36,34,71,83,55,39,65,54,54,59,65,27,46
50,50,38,44,59,54,53,41,47,49,79,54,52,47,54,61,60,74,44,52
54,50,58,62,59,54,58,43,44,73,65,36,32,49,57,52,49,56,39,62
68,38,57,55,55,68,64,20,37,70,62,37,54,56,58,56,56,69,35,61
46,71,48,57,55,68,65,32,25,63,74,56,56,39,49,67,47,62,43,45
53,55,45,42,47,73,42,46,48,57,57,52,55,42,56,39,69,81,49,59
48,37,45,45,46,65,50,42,40,83,64,44,45,47,50,60,73,71,42,64
47,69,56,56,46,62,53,28,38,59,69,42,44,49,60,52,68,75,27,57
50,34,37,52,56,56,62,30,55,70,69,45,47,51,66,61,67,62,35,50
58,59,26,42,54,53,61,28,45,65,63,48,57,39,64,57,70,64,53,57
47,56,54,52,49,46,45,47,33,70,74,46,53,45,53,74,47,71,44,52
68,45,47,62,42,62,71,35,27,70,72,50,52,41,47,39,63,66,41,47
57,39,43,45,63,64,45,33,45,55,74,55,50,43,58,50,62,75,53,46
50,45,49,57,55,58,44,37,42,71,64,52,31,56,54,58,60,73,37,47
57,59,31,68,67,52,50,23,25,63,73,36,43,38,68,50,66,64,46,77
61,45,33,72,57,58,54,60,45,47,54,50,60,38,47,60,73,63,35,44
51,63,43,48,47,57,68,35,50,72,75,49,53,62,42,56,55,74,34,34
59,58,59,47,61,59,64,41,31,62,80,38,41,54,47,53,37,58,49,61
66,70,37,38,47,58,59,42,53,63,81,49,40,39,32,73,58,54,57,42
61,52,48,51,49,51,55,49,45,72,64,49,55,50,54,44,48,78,45,42
55,62,62,36,55,73,60,34,42,61,66,38,64,46,59,38,43,60,53,53
56,49,56,51,49,57,58,28,36,67,58,56,46,56,57,59,51,67,45,52
59,58,42,35,58,58,62,33,47,53,68,59,48,43,57,57,53,62,51,55
45,67,43,58,50,62,40,41,47,72,66,52,41,46,45,44,64,65,45,55
47,41,58,51,64,61,62,39,49,72,57,53,39,54,53,59,58,62,30,58
41,50,64,64,59,55,58,51,36,61,63,52,48,48,48,62,55,59,44,40
37,41,51,64,56,53,55,34,39,64,71,56,46,45,54,52,62,73,43,58
71,61,46,39,56,62,46,44,38,71,70,30,34,57,59,47,55,60,45,59
56,58,41,52,48,54,52,38,46,57,63,50,63,45,50,60,60,74,42,61
40,70,41,50,64,54,53,50,42,64,71,40,53,47,50,46,53,73,42,47
43,58,51,41,47,68,54,37,47,75,69,44,50,67,55,43,49,49,46,57
53,58,45,51,58,42,51,40,40,64,65,59,46,62,61,48,53,71,29,58
36,41,39,57,51,61,56,27,42,61,66,45,56,51,69,63,65,72,57,40
66,52,46,58,46,57,57,45,35,75,64,47,52,38,36,45,57,62,58,63
43,64,53,57,52,47,54,34,40,71,68,51,66,49,34,61,63,63,32,49
41,51,37,65,49,77,56,49,29,55,63,53,47,49,53,58,60,65,46,54
51,53,40,57,51,56,51,46,37,82,65,48,59,65,55,56,51,60,31,43
42,60,52,54,39,67,66,28,58,69,78,46,48,42,54,43,46,52,44,59
55,49,53,48,50,43,65,45,53,45,74,32,48,63,46,65,45,75,44,59
56,59,39,70,38,50,56,49,40,41,69,55,66,50,53,58,52,78,37,38
63,54,38,41,53,69,56,41,42,73,74,60,34,45,46,51,43,56,48,58
47,52,42,48,53,56,55,44,43,71,69,44,52,58,68,53,63,72,34,46
60,53,46,56,45,73,59,43,42,65,68,50,45,50,44,51,55,71,35,61
53,53,45,63,59,57,42,43,42,67,55,47,42,46,55,63,51,54,39,63
55,59,38,41,57,55,64,31,44,64,71,31,55,49,60,56,71,60,53,56
54,48,46,49,41,74,64,48,26,67,81,45,43,50,59,66,58,53,38,61
56,50,30,67,54,59,56,42,35,66,76,49,57,45,41,47,62,71,45,54
56,45,47,48,52,65,52,42,45,68,57,43,52,48,58,58,75,56,32,52
46,59,52,69,56,62,48,29,43,51,60,51,45,45,58,45,51,69,54,69
47,55,51,58,51,54,53,24,43,70,78,46,50,56,56,53,62,60,50,51
66,59,65,49,58,66,51,33,23,68,61,52,54,41,48,43,64,60,46,56
48,45,50,64,45,51,52,44,35,54,71,43,53,63,50,65,52,67,46,64
48,67,46,53,49,68,62,40,35,50,61,53,41,69,52,64,54,68,37,45
55,47,47,53,53,62,54,41,50,59,74,45,39,54,54,52,52,68,37,54
57,47,43,55,62,59,58,35,46,63,71,51,60,78,54,53,43,49,41,33
67,50,50,66,58,48,58,31,37,55,69,29,59,45,44,64,57,70,48,53
42,40,49,64,43,72,53,35,44,66,75,45,36,68,42,57,73,48,50,67
55,58,46,54,61,69,47,27,44,72,74,46,45,45,52,47,49,65,50,51
53,60,39,62,46,64,53,38,41,65,74,38,47,63,59,48,55,53,39,56
55,52,54,52,47,59,39,43,48,62,72,49,48,36,60,54,59,54,51,65
61,59,42,47,62,68,54,27,45,66,76,53,48,64,29,58,51,60,50,42
47,33,38,43,62,73,66,33,56,58,64,46,40,57,58,59,52,53,46,63
52,58,41,54,60,58,60,38,40,65,59,56,62,40,49,59,59,57,32,57
48,52,40,57,60,57,73,34,32,60,62,37,51,46,55,54,70,78,41,39
42,58,59,43,57,59,61,28,34,66,78,51,37,47,59,67,46,79,46,45
51,63,46,59,47,58,59,53,45,46,80,51,49,43,49,46,43,54,47,61
60,50,37,62,49,59,47,27,46,59,68,44,42,38,75,63,68,75,42,55
43,47,44,58,64,61,49,31,29,79,83,36,48,53,63,63,58,62,47,46
44,55,56,52,57,69,71,32,33,62,79,48,44,48,48,56,42,65,44,49
42,66,46,54,66,71,64,32,37,60,56,43,49,58,51,60,69,65,28,45
58,63,36,62,46,62,55,31,44,70,78,38,34,42,56,46,57,72,50,63
51,46,58,63,49,64,43,42,41,66,69,50,54,50,37,51,42,67,48,58
70,50,62,45,43,50,51,38,58,68,66,40,44,48,44,60,55,72,30,60
40,51,43,64,56,66,40,39,26,60,60,55,40,52,72,62,58,55,61,56
53,56,45,64,64,65,52,32,42,53,67,40,39,56,57,39,64,77,40,54
45,63,46,33,68,61,54,38,33,62,59,38,55,38,69,66,44,75,48,61
71,57,59,34,62,51,51,47,44,63,66,41,37,41,58,55,68,59,35,58
54,50,48,58,58,58,61,42,51,69,67,28,47,53,57,53,39,68,31,57
68,51,36,50,47,62,49,40,29,76,69,54,44,50,60,55,54,73,51,52
63,70,49,56,56,55,52,25,30,62,63,43,52,45,63,59,59,72,35,59
55,70,34,59,52,64,50,40,38,49,63,42,63,49,59,55,66,60,37,59
52,43,44,56,59,59,50,45,41,61,65,50,47,35,50,64,56,59,51,62
51,43,35,41,65,54,55,48,24,62,71,60,58,52,65,63,60,65,42,46
61,47,51,64,60,64,51,35,45,65,78,32,37,73,53,43,41,63,53,52
53,61,39,53,44,62,47,41,34,74,89,47,36,58,57,65,46,74,36,43
51,39,40,61,53,56,61,39,37,67,73,59,58,42,68,70,53,60,29,56
55,50,50,64,77,57,53,39,27,64,71,43,43,48,53,57,51,58,40,61
53,47,44,63,37,55,74,57,48,67,64,45,40,54,57,59,57,65,39,35
53,54,47,63,48,46,51,15,50,69,65,50,54,48,60,48,46,80,49,66
55,49,48,52,56,68,64,39,43,55,68,47,44,53,39,44,66,65,48,51
49,43,45,67,60,64,55,29,37,74,66,48,58,48,57,61,51,60,45,50
45,48,26,44,51,57,50,43,53,74,66,59,63,44,67,47,55,58,50,52
45,28,39,54,46,65,40,45,63,75,61,52,46,61,63,52,50,58,51,54
50,58,39,48,49,56,62,46,34,63,80,46,51,43,55,49,67,69,50,46
43,66,43,47,53,43,36,45,51,77,80,40,48,48,74,53,70,68,29,50
49,35,36,52,57,63,48,51,49,64,73,46,52,63,48,49,53,71,47,57
39,50,55,35,51,70,58,39,36,68,66,51,37,49,45,71,58,65,50,71
50,54,48,47,47,53,41,51,41,67,78,57,55,47,45,52,53,71,60,50
59,53,53,48,51,55,48,44,51,66,58,35,57,54,57,63,58,65,30,52
47,60,29,67,50,68,55,32,36,60,62,50,43,53,66,58,67,57,27,63
52,58,48,30,40,62,67,38,42,56,74,51,36,52,59,58,64,61,49,48
63,53,45,53,56,57,53,39,38,71,71,47,53,40,59,50,57,59,34,59
58,67,43,46,55,58,54,39,58,46,64,44,50,54,48,52,62,55,43,47
43,36,64,52,70,65,60,31,33,53,77,41,46,35,63,53,49,70,59,59
51,58,52,39,58,66,55,52,44,56,70,61,37,50,41,59,67,49,33,63
57,39,36,46,52,65,60,48,28,58,82,63,57,49,40,80,47,63,46,47
49,56,53,42,54,56,50,32,35,76,66,55,55,53,38,63,58,77,43,58
64,53,41,55,56,68,55,37,49,62,65,32,45,60,60,34,56,54,53,54
57,57,38,62,44,54,58,51,51,57,67,33,43,56,57,58,47,63,36,54
57,50,46,53,45,63,61,40,32,58,77,43,36,74,47,60,48,49,44,74
57,39,56,58,55,44,52,50,44,72,77,44,38,46,52,58,60,86,31,45
59,48,42,49,56,52,63,30,38,59,68,52,56,58,58,58,46,69,44,63
47,52,62,49,49,66,57,38,38,73,69,55,35,48,48,61,52,63,29,59
58,48,46,44,62,50,52,43,40,68,66,52,40,65,54,56,44,77,33,58
54,49,42,50,59,50,71,32,43,67,68,43,49,55,52,58,51,70,35,57
49,61,42,39,51,61,68,28,43,58,65,43,54,47,50,64,53,72,49,56
38,50,44,49,42,48,63,61,48,69,64,50,43,52,53,62,60,66,38,62
57,57,44,51,55,51,58,51,39,68,76,31,59,55,70,58,32,54,32,66
60,53,41,50,65,60,57,50,33,59,56,40,55,47,51,54,48,75,45,55
55,41,45,51,54,65,59,39,48,67,58,48,52,65,55,64,41,73,40,53
55,44,44,64,64,71,62,15,48,62,73,39,49,66,49,44,52,62,65,35
64,61,48,56,52,50,62,35,37,53,65,53,51,38,44,40,51,72,42,78
60,45,49,40,48,55,52,55,29,63,60,56,50,54,51,53,69,64,45,56
61,43,42,44,42,50,61,42,48,67,75,36,39,63,53,65,56,71,36,54
52,54,39,50,62,73,48,36,48,64,37,55,53,48,55,50,51,81,45,58
47,69,48,49,49,62,55,30,44,50,80,49,48,46,56,60,51,61,49,55
56,64,42,69,43,67,64,37,28,72,74,38,42,50,40,61,54,70,36,47
65,46,47,62,44,64,56,38,53,53,58,52,50,50,58,43,70,63,37,50
47,42,45,46,59,58,64,26,51,59,63,38,46,63,77,55,58,67,45,52
53,48,34,63,50,69,55,40,55,60,68,44,57,44,50,45,59,74,41,44
55,60,38,59,57,57,51,28,52,60,77,40,40,50,58,54,49,59,57,50
65,31,35,58,67,55,51,37,31,58,70,57,42,55,65,61,58,63,38,66
52,46,45,61,54,59,60,18,30,78,57,64,45,51,51,58,57,76,45,53
48,73,50,55,47,59,56,37,43,71,71,37,51,51,64,64,54,54,37,42
49,49,40,52,54,53,56,32,36,72,76,45,51,69,76,65,57,54,39,49
59,48,48,67,56,68,34,26,36,70,72,39,56,52,58,66,53,59,56,45
55,55,38,56,33,56,57,48,34,70,81,37,54,52,55,67,45,55,48,60
56,56,44,55,65,73,53,36,50,83,66,41,36,56,48,61,56,65,32,41
57,53,58,50,45,42,53,55,43,61,57,60,54,55,39,50,49,74,48,46
57,57,48,68,67,62,61,36,46,53,58,50,42,54,46,52,51,68,34,51
51,57,50,53,53,60,54,41,34,66,79,48,44,46,61,51,51,65,46,56
57,55,49,58,50,58,61,26,32,63,75,44,39,36,51,56,64,66,39,69
49,50,42,64,56,65,51,34,36,63,70,34,44,60,73,48,37,55,59,64
54,53,47,45,50,86,60,35,38,65,67,40,44,53,51,56,54,60,55,41
58,39,50,53,65,60,48,46,34,71,70,36,52,46,52,53,58,83,45,55
58,54,40,46,55,58,50,38,35,67,73,63,58,40,62,46,61,60,37,45
48,49,48,62,59,64,62,38,34,65,67,46,46,46,43,66,58,48,52,48
52,46,44,40,49,57,51,26,42,59,83,61,40,52,56,58,58,70,59,49
48,38,59,56,52,52,56,44,37,60,76,42,46,62,45,59,44,75,45,57
69,48,46,46,65,48,57,45,40,70,76,55,47,45,61,41,37,56,51,64
49,49,44,48,42,68,43,40,34,72,76,33,63,55,71,57,48,62,37,60
57,38,49,57,70,52,53,41,41,73,64,53,52,50,48,51,38,76,36,55
50,50,54,52,67,65,45,31,41,66,76,37,40,49,45,54,52,73,38,69
67,68,38,58,47,48,40,49,50,57,59,33,52,58,67,54,60,71,35,46
57,60,31,57,60,70,49,43,40,62,70,34,56,42,59,59,72,61,34,47
45,51,40,59,46,52,67,34,33,63,73,35,49,59,68,75,51,60,39,42
66,47,43,40,62,61,57,42,32,60,76,51,56,51,60,53,64,58,31,42
52,40,48,60,45,69,59,35,54,75,74,33,42,57,40,62,55,66,45,55
41,63,55,63,63,41,35,41,41,65,68,52,56,52,62,49,61,59,37,61
49,55,37,55,53,75,58,37,34,55,70,42,52,62,48,75,56,70,35,55
56,59,47,55,49,45,64,31,45,69,72,45,56,45,57,55,61,64,31,49
59,64,40,45,54,59,52,42,44,72,75,46,46,57,36,55,49,65,47,49
49,56,44,55,69,49,52,36,38,68,65,47,46,40,79,53,55,55,42,50
41,50,57,45,59,65,65,47,49,52,59,57,40,49,45,58,51,65,51,45
50,70,50,43,59,70,73,42,39,64,67,42,49,44,51,37,55,69,43,44
49,42,39,61,57,46,68,40,32,77,75,39,62,54,56,63,42,71,40,50
58,51,49,54,57,59,63,35,39,55,74,35,57,56,57,54,68,53,33,57
75,56,44,52,61,55,63,33,31,72,69,48,36,60,58,54,53,71,28,42
60,56,49,58,63,56,62,42,40,72,61,41,50,45,57,49,57,56,40,45
56,45,51,57,62,65,54,35,52,59,68,56,47,63,47,49,42,57,45,44
45,44,57,63,55,57,55,35,38,55,67,56,52,43,49,57,56,73,47,50
55,64,39,48,58,54,58,52,35,68,64,50,37,59,48,56,55,81,31,46
72,46,38,51,39,50,58,47,45,69,65,53,57,62,53,55,54,54,40,53
60,63,47,54,57,64,55,37,39,54,64,47,50,44,52,61,43,69,32,59
49,50,58,59,47,63,54,37,54,80,66,52,50,60,55,56,47,59,41,41
45,47,32,58,58,66,54,38,46,71,72,53,38,56,62,55,61,46,44,48
64,52,39,45,34,61,73,50,36,65,71,44,47,53,44,50,71,66,33,56
60,36,42,46,58,55,58,23,33,66,77,54,55,56,53,60,59,74,37,51
53,61,45,55,51,69,68,35,47,62,73,38,41,54,40,65,55,73,32,56
57,45,27,53,51,60,40,43,38,75,83,57,42,54,58,49,58,59,43,63
57,41,32,65,59,54,64,38,44,58,69,53,57,56,54,32,45,68,58,62
75,37,36,50,61,68,59,44,35,58,58,50,47,56,51,56,59,61,48,45
53,31,50,59,49,60,56,39,43,53,65,61,51,51,58,57,66,68,24,53
44,44,50,56,62,58,42,45,42,55,74,45,47,55,49,75,61,55,46,60
46,38,57,55,50,74,45,39,45,57,69,46,45,67,62,47,50,70,46,49
59,41,46,59,61,65,37,31,45,65,65,57,52,45,52,57,60,71,32,69
44,40,48,53,67,44,41,48,27,72,72,40,41,61,69,63,65,56,45,64
43,56,30,59,34,62,60,37,42,70,55,51,46,55,64,62,61,82,35,75
55,57,51,47,68,46,52,34,32,74,61,43,42,49,58,57,59,69,55,53
53,37,58,55,57,69,64,34,25,62,71,56,45,60,59,57,66,64,26,48
54,47,38,74,43,49,48,46,37,89,82,53,47,60,54,57,43,52,42,45
47,46,38,56,49,67,46,32,26,66,75,57,63,46,57,60,55,65,47,52
43,58,44,58,56,56,43,34,42,73,67,50,55,46,48,58,51,57,51,64
58,49,49,49,42,66,61,38,32,59,68,48,48,58,59,49,38,62,58,70
38,53,61,58,53,56,40,34,39,73,73,39,58,63,44,42,56,76,55,48
50,54,44,51,55,46,55,41,37,80,70,56,35,56,54,53,59,72,52,41
56,50,40,47,38,62,48,53,45,63,60,42,50,46,61,48,55,83,48,55
54,59,50,44,44,58,62,32,35,65,64,57,32,49,59,58,64,64,51,60
55,59,39,48,53,54,66,38,34,62,77,34,48,53,61,54,68,58,36,45
55,53,41,61,68,60,61,41,39,73,65,50,48,46,74,62,38,53,43,44
43,48,44,57,50,66,60,47,40,41,79,41,54,40,54,62,58,62,38,56
47,43,45,47,64,75,55,48,38,62,58,50,41,53,47,56,56,65,48,60
52,52,50,62,55,51,55,32,53,63,65,44,40,47,56,66,51,67,37,57
64,58,47,53,69,63,50,32,24,65,64,52,41,61,50,46,59,70,28,58
55,50,56,55,58,72,46,31,37,71,68,44,38,43,72,59,63,60,41,50
52,60,37,61,56,61,60,24,40,69,67,50,60,56,45,56,48,57,48,65
55,49,33,47,53,63,46,36,48,78,70,54,51,46,39,55,51,82,39,62
54,59,44,41,65,59,41,35,44,67,58,52,50,63,46,46,49,71,50,62
67,64,48,55,56,62,53,25,43,68,51,40,34,53,58,58,59,71,37,59
59,36,47,63,54,60,64,40,49,49,59,53,46,51,47,72,50,73,32,51
45,55,45,45,58,64,53,37,38,55,84,48,60,54,46,52,60,65,37,53
55,47,51,54,45,52,60,50,41,69,84,42,37,43,65,65,60,58,46,44
62,48,44,48,53,60,55,44,45,78,65,47,48,51,42,49,45,65,54,60
64,54,42,45,54,67,54,16,54,54,69,60,51,30,66,67,56,60,55,56
54,43,49,58,53,71,55,48,34,68,71,41,51,54,51,56,63,56,36,58
48,51,61,54,58,57,78,35,39,67,74,43,51,48,52,53,44,68,30,50
49,64,58,53,57,66,52,22,41,68,57,37,54,49,54,66,46,54,41,53
50,51,56,46,50,42,65,36,44,71,73,55,44,49,54,61,46,56,51,51
44,57,55,60,62,53,46,34,42,70,64,42,52,59,55,60,55,61,36,61
61,55,48,57,34,56,42,51,45,62,70,51,51,45,60,51,56,71,44,58
41,51,53,51,59,56,45,31,37,66,73,38,47,50,52,69,77,45,52,50
49,55,49,59,40,61,46,32,49,72,73,44,44,59,55,48,66,72,36,54
59,58,33,66,55,51,61,41,26,65,61,49,59,41,40,53,50,73,58,48
53,48,42,68,44,58,51,36,49,54,72,64,51,45,49,63,57,55,50,40
52,41,41,47,57,59,67,39,37,62,69,65,45,54,62,54,48,79,31,40
51,55,39,59,53,47,53,38,40,59,83,47,55,48,50,47,80,68,48,59
51,59,37,57,42,64,68,33,39,66,77,44,46,56,54,44,53,65,33,58
61,46,49,56,49,71,59,40,30,68,72,50,58,40,43,67,50,54,46,53
55,55,48,56,51,54,37,38,34,66,71,54,55,41,43,58,55,79,55,52
55,57,58,42,42,54,61,41,41,66,69,42,57,58,58,51,40,75,32,59
58,57,45,52,49,52,55,41,50,66,61,42,44,45,46,57,54,63,56,60
57,55,26,61,56,46,52,57,37,73,68,59,45,38,43,53,59,66,40,58
44,35,57,50,51,65,74,48,46,63,66,51,36,63,59,54,41,70,41,47
45,29,41,50,47,59,70,46,48,70,79,47,47,46,41,56,68,61,50,48
65,60,43,47,49,42,53,37,43,66,56,56,44,67,38,56,62,70,45,72
34,43,34,48,65,62,44,49,39,60,65,65,49,42,59,62,59,68,60,56
65,52,56,57,63,45,42,32,33,64,71,43,57,49,55,52,41,73,55,50
50,59,40,62,58,68,55,47,38,62,70,38,45,54,57,45,54,61,45,57
55,49,37,63,46,56,54,31,36,78,72,51,45,64,38,60,53,59,42,55
51,51,42,44,55,52,60,55,35,71,78,49,37,48,67,69,56,60,29,37
41,38,35,54,61,54,55,33,52,48,77,57,50,60,49,49,83,67,56,53
52,47,49,48,57,55,52,55,62,61,70,47,42,42,49,48,67,54,43,55
48,58,49,42,52,66,55,39,44,56,70,47,40,51,51,65,51,64,41,54
58,43,49,53,43,52,56,40,30,69,80,50,50,63,69,55,51,59,65,34
56,65,46,41,59,50,63,40,35,65,64,53,60,38,49,69,64,61,22,43
63,39,50,67,40,60,61,33,41,73,54,44,48,55,60,64,55,61,40,57
54,44,38,71,65,44,65,37,32,65,66,52,46,45,55,57,45,60,56,52
47,46,44,51,41,60,47,41,49,70,63,38,49,51,46,70,59,80,45,61
55,39,39,51,50,53,60,39,47,66,62,33,56,48,65,66,54,77,38,66
46,55,42,56,54,51,58,38,28,52,78,50,51,64,53,59,60,66,47,56
76,57,49,49,57,49,49,53,37,56,74,34,50,46,40,69,47,78,50,45
48,47,44,80,61,47,48,36,26,52,79,38,62,51,55,46,63,72,48,53
62,54,51,47,56,57,43,41,45,82,61,35,62,48,49,47,49,70,42,47
49,52,43,55,57,71,55,40,44,70,66,35,56,43,54,63,64,65,40,41
60,51,36,54,45,63,49,35,40,67,82,48,45,48,50,58,53,58,48,58
53,67,51,48,77,52,63,37,30,67,51,42,43,52,53,56,53,69,42,54
50,54,46,32,63,66,48,35,48,64,73,35,50,52,37,68,62,74,53,56
47,43,45,51,56,66,54,58,40,58,60,28,47,52,56,52,57,84,34,70
44,66,43,40,69,58,70,30,51,67,79,55,38,42,41,46,50,58,46,66
52,53,41,51,67,44,49,40,42,88,74,45,46,52,65,46,59,56,30,64
45,48,52,38,42,59,60,41,62,64,67,47,39,47,48,51,65,71,47,54
54,50,46,55,62,50,57,29,40,70,75,41,44,48,67,59,46,76,32,56
58,54,47,53,59,49,49,33,39,54,76,54,46,53,66,51,63,64,37,38
65,61,42,53,51,54,53,35,33,61,87,50,42,52,57,61,44,67,35,51
49,69,41,50,52,52,52,37,47,64,65,54,34,59,49,56,60,71,58,46
53,44,45,53,57,48,64,34,33,65,61,51,60,37,45,57,57,81,58,44
51,47,48,56,56,47,47,48,47,60,85,61,41,46,44,43,50,70,52,58
44,47,43,65,59,71,70,32,33,62,67,40,49,39,48,61,61,72,47,58
51,44,52,53,60,56,43,40,25,75,74,44,46,52,49,69,55,62,49,55
52,46,42,56,48,61,49,54,50,65,60,42,53,56,59,38,54,74,35,58
54,56,59,50,51,48,57,38,38,79,69,51,40,45,55,43,63,59,40,47
59,57,43,51,61,61,51,36,47,71,66,38,49,55,49,48,58,68,27,52
62,56,39,37,57,65,62,36,51,68,70,43,40,44,59,51,59,67,43,55
54,36,46,48,51,54,54,59,39,81,62,33,59,69,42,65,53,61,43,58
71,54,39,62,46,73,57,30,40,61,58,28,54,45,45,55,54,64,49,64
66,42,55,41,37,59,63,27,37,63,79,47,51,61,60,45,52,65,58,61
65,48,48,51,46,55,53,39,21,70,75,50,52,49,47,61,63,67,43,55
62,51,27,55,34,57,58,52,48,64,77,45,44,44,56,47,56,66,60,53
31,60,48,61,55,58,48,31,32,78,61,49,50,48,45,39,66,70,52,70
54,57,43,73,50,44,53,50,41,67,62,34,48,43,47,66,64,59,42,65
48,58,29,62,70,55,61,44,36,74,71,48,48,53,53,51,52,64,29,50
48,60,50,46,51,53,56,57,35,51,72,35,50,23,74,65,52,66,50,68
51,43,34,51,66,71,42,40,45,57,81,46,46,46,44,65,69,55,49,58
51,45,47,47,54,53,74,40,33,64,88,45,59,58,41,60,43,66,54,38
46,54,47,70,42,50,59,32,38,71,89,53,48,58,48,58,51,65,24,55
53,42,39,50,57,62,55,42,46,66,54,48,54,61,57,42,64,59,47,56
40,68,45,37,55,54,59,33,42,67,74,43,56,57,66,45,51,76,48,40
63,61,31,61,59,47,67,48,32,67,55,70,48,56,44,55,58,67,32,43
60,46,47,56,50,49,51,35,32,63,71,51,46,60,50,78,59,68,32,65
59,36,52,60,35,56,59,43,50,62,58,52,40,58,44,51,55,68,48,61
66,47,42,58,55,58,59,30,47,55,69,45,54,54,50,65,57,84,23,40
53,47,45,50,55,55,50,42,48,66,74,44,44,49,60,57,54,66,54,44
55,61,36,53,58,62,55,29,36,68,60,60,50,44,51,38,53,81,40,49
54,51,51,49,70,59,58,37,38,51,79,41,45,47,49,57,63,57,38,53
47,46,49,50,50,46,59,27,38,66,64,50,50,64,73,59,55,71,36,48
69,55,55,61,42,66,46,25,44,66,64,36,58,43,67,68,38,69,42,55
48,54,45,53,58,57,74,25,46,80,71,41,51,43,49,58,67,53,38,52
57,49,49,47,45,56,51,40,37,65,70,56,51,54,53,49,51,53,42,62
50,44,43,65,51,58,46,46,21,65,64,53,44,49,51,67,58,67,54,62
64,47,38,54,41,59,53,54,32,78,66,46,41,58,59,41,57,66,37,59
52,51,49,57,67,55,47,37,46,51,51,42,58,60,55,46,73,56,45,54
53,50,49,43,48,65,54,26,29,55,79,58,55,54,47,56,58,68,42,64
65,68,47,44,52,61,52,30,35,60,74,44,54,56,57,69,58,55,39,53
79,57,47,42,54,51,54,22,39,72,77,44,46,58,62,48,59,62,42,54
55,47,51,54,46,67,53,35,37,59,62,46,43,47,65,52,69,65,47,47
61,43,42,61,49,64,60,43,31,73,62,52,44,60,47,48,67,73,38,44
60,65,38,67,59,70,55,26,54,54,67,43,51,51,55,43,54,65,49,44
52,50,50,55,51,60,64,22,34,55,80,45,37,58,42,51,60,64,60,55
60,57,30,65,49,47,48,31,32,67,79,37,46,66,54,57,48,60,65,67
52,47,37,61,41,57,79,37,56,67,69,36,39,52,52,54,47,72,50,62
59,53,50,43,76,52,44,44,23,79,54,43,55,43,52,47,58,63,61,41
63,43,50,51,66,64,58,22,39,63,61,48,50,49,46,62,45,72,41,66
59,54,47,42,54,44,52,39,48,93,71,42,52,49,58,48,56,67,53,43
62,40,51,61,49,56,56,34,40,63,80,48,49,60,47,55,57,64,50,43
60,47,52,42,46,56,67,41,21,62,49,61,58,44,63,50,64,75,35,61
63,57,39,60,56,62,55,37,31,63,64,35,45,44,55,41,60,70,43,67
42,64,46,41,66,56,59,45,34,63,74,59,44,47,48,54,60,56,41,58
49,62,51,57,48,64,55,31,36,64,69,53,39,49,46,56,60,65,53,47
58,60,41,48,45,58,48,46,42,66,69,47,49,53,59,56,52,54,42,55
49,44,48,60,45,64,59,42,46,72,81,37,37,36,46,62,59,59,53,60
58,50,48,49,40,50,59,35,51,60,77,45,58,36,55,59,57,67,38,62
60,45,29,63,64,55,56,43,31,76,70,60,56,38,38,43,65,78,48,49
42,56,48,56,46,56,58,40,41,69,56,51,51,45,53,56,63,70,43,54
50,63,56,60,54,71,49,31,48,63,62,47,56,46,38,59,55,58,45,38
51,56,47,53,56,65,49,38,54,63,70,43,40,50,67,60,65,45,40,53
30,53,43,58,46,52,62,32,54,60,74,39,44,56,56,51,57,69,60,61
55,50,38,57,60,67,57,26,51,79,61,39,33,56,55,55,54,57,48,55
64,58,49,52,62,72,57,42,30,45,58,48,50,56,52,66,47,64,43,35
53,57,39,59,61,64,57,45,46,57,56,56,34,34,60,63,47,80,33,55
43,77,61,46,43,43,57,45,34,65,76,51,50,42,44,70,53,67,49,45
57,47,56,49,56,42,55,50,28,67,72,54,48,50,54,49,59,58,54,51
